date,time,queue_length,queue_time,people_processed,lane_count
20/12/2023 00:00,12:10:00,16,55,152,14
20/12/2023 00:00,12:15:00,18,51,120,14
20/12/2023 00:00,12:20:00,30,63,159,14
20/12/2023 00:00,12:25:00,32,73,126,14
20/12/2023 00:00,12:30:00,20,37,146,14
20/12/2023 00:00,12:35:00,22,95,148,14
20/12/2023 00:00,12:40:00,17,71,131,15
20/12/2023 00:00,12:45:00,28,115,181,15
20/12/2023 00:00,12:50:00,12,85,157,15
20/12/2023 00:00,12:55:00,33,65,150,14
20/12/2023 00:00,13:00:00,23,63,153,10
20/12/2023 00:00,13:05:00,25,57,174,11
20/12/2023 00:00,13:10:00,20,51,171,11
20/12/2023 00:00,13:15:00,20,41,146,11
20/12/2023 00:00,13:20:00,35,81,166,11
20/12/2023 00:00,13:25:00,14,53,203,11
20/12/2023 00:00,13:30:00,31,77,183,11
20/12/2023 00:00,13:35:00,42,65,196,11
20/12/2023 00:00,13:40:00,34,71,189,12
20/12/2023 00:00,13:45:00,17,41,170,12
20/12/2023 00:00,13:50:00,13,53,162,12
20/12/2023 00:00,13:55:00,37,63,199,12
20/12/2023 00:00,14:00:00,48,67,200,12
20/12/2023 00:00,14:05:00,12,43,174,12
20/12/2023 00:00,14:10:00,35,71,184,12
20/12/2023 00:00,14:15:00,33,91,180,12
20/12/2023 00:00,14:20:00,20,81,161,12
20/12/2023 00:00,14:25:00,12,71,177,12
20/12/2023 00:00,14:30:00,14,61,134,12
20/12/2023 00:00,14:35:00,14,71,82,12
20/12/2023 00:00,14:40:00,2,63,103,12
20/12/2023 00:00,14:45:00,12,39,97,12
20/12/2023 00:00,14:50:00,22,63,127,12
20/12/2023 00:00,14:55:00,11,55,84,12
20/12/2023 00:00,15:00:00,10,75,87,10
20/12/2023 00:00,15:05:00,12,33,92,7
20/12/2023 00:00,15:10:00,2,29,66,7
20/12/2023 00:00,15:15:00,2,23,83,8
20/12/2023 00:00,15:20:00,10,27,99,8
20/12/2023 00:00,15:25:00,14,51,78,8
20/12/2023 00:00,15:30:00,6,53,89,8
20/12/2023 00:00,15:35:00,8,47,111,9
20/12/2023 00:00,15:40:00,8,43,92,9
20/12/2023 00:00,15:45:00,4,87,49,9
20/12/2023 00:00,15:50:00,6,67,79,9
20/12/2023 00:00,15:55:00,7,29,59,9
20/12/2023 00:00,16:00:00,12,59,80,10
20/12/2023 00:00,16:05:00,13,35,104,10
20/12/2023 00:00,16:10:00,12,65,95,10
20/12/2023 00:00,16:15:00,5,29,84,11
20/12/2023 00:00,16:20:00,7,55,73,11
20/12/2023 00:00,16:25:00,15,69,96,11
20/12/2023 00:00,16:30:00,15,51,82,12
20/12/2023 00:00,16:35:00,22,63,105,13
20/12/2023 00:00,16:40:00,7,93,47,13
20/12/2023 00:00,16:45:00,7,43,24,13
20/12/2023 00:00,16:50:00,8,169,33,9
20/12/2023 00:00,16:55:00,5,25,100,10
20/12/2023 00:00,17:00:00,5,57,100,9
20/12/2023 00:00,17:05:00,14,35,82,8
20/12/2023 00:00,17:10:00,2,61,60,8
20/12/2023 00:00,17:15:00,7,75,44,7
20/12/2023 00:00,17:20:00,7,43,84,6
20/12/2023 00:00,17:25:00,6,41,78,6
20/12/2023 00:00,17:30:00,5,49,75,6
20/12/2023 00:00,17:35:00,22,59,105,7
20/12/2023 00:00,17:40:00,14,61,108,7
20/12/2023 00:00,17:45:00,22,55,136,7
20/12/2023 00:00,17:50:00,22,57,107,7
20/12/2023 00:00,17:55:00,21,95,121,7
20/12/2023 00:00,18:00:00,31,79,143,7
20/12/2023 00:00,18:05:00,13,61,114,7
20/12/2023 00:00,18:10:00,19,81,116,7
20/12/2023 00:00,18:15:00,17,63,113,7
20/12/2023 00:00,18:20:00,9,69,91,7
20/12/2023 00:00,18:25:00,15,83,115,7
20/12/2023 00:00,18:30:00,54,91,128,7
20/12/2023 00:00,18:35:00,36,115,153,8
20/12/2023 00:00,18:40:00,21,61,151,8
20/12/2023 00:00,18:45:00,23,55,176,9
20/12/2023 00:00,18:50:00,24,101,147,9
20/12/2023 00:00,18:55:00,14,75,149,10
20/12/2023 00:00,19:00:00,34,63,165,10
20/12/2023 00:00,19:05:00,24,37,156,11
20/12/2023 00:00,19:10:00,21,55,177,11
20/12/2023 00:00,19:15:00,14,85,150,11
20/12/2023 00:00,19:20:00,36,85,182,11
20/12/2023 00:00,19:25:00,32,61,182,12
20/12/2023 00:00,19:30:00,21,47,149,12
20/12/2023 00:00,19:35:00,20,53,158,12
20/12/2023 00:00,19:40:00,29,55,166,12
20/12/2023 00:00,19:45:00,24,73,150,12
20/12/2023 00:00,19:50:00,25,71,137,12
20/12/2023 00:00,19:55:00,28,75,149,12
20/12/2023 00:00,20:00:00,20,59,134,12
20/12/2023 00:00,20:05:00,14,49,105,11
20/12/2023 00:00,20:10:00,14,63,80,11
20/12/2023 00:00,20:15:00,12,91,144,11
20/12/2023 00:00,20:20:00,17,71,99,10
20/12/2023 00:00,20:25:00,7,37,73,10
20/12/2023 00:00,20:30:00,17,97,69,8
20/12/2023 00:00,20:35:00,4,27,90,8
20/12/2023 00:00,20:40:00,5,49,76,8
20/12/2023 00:00,20:45:00,9,13,65,8
20/12/2023 00:00,20:50:00,2,29,44,8
20/12/2023 00:00,20:55:00,1,17,42,7
20/12/2023 00:00,21:00:00,4,31,36,5
20/12/2023 00:00,21:05:00,5,13,44,4
20/12/2023 00:00,21:10:00,4,35,43,4
20/12/2023 00:00,21:15:00,3,15,24,4
20/12/2023 00:00,21:20:00,1,77,11,6
20/12/2023 00:00,21:25:00,0,16,8,3
20/12/2023 00:00,21:30:00,2,70,5,2
20/12/2023 00:00,21:35:00,2,137,5,3
20/12/2023 00:00,21:40:00,2,147,11,3
20/12/2023 00:00,21:45:00,2,57,6,3
20/12/2023 00:00,21:50:00,1,181,3,2
20/12/2023 00:00,21:55:00,0,0,1,2
20/12/2023 00:00,22:00:00,0,0,NULL,NULL
20/12/2023 00:00,22:05:00,0,0,NULL,NULL
20/12/2023 00:00,22:10:00,0,0,NULL,NULL
20/12/2023 00:00,22:15:00,0,0,NULL,NULL
20/12/2023 00:00,22:20:00,0,0,3,1
20/12/2023 00:00,22:25:00,0,0,0,1
20/12/2023 00:00,22:30:00,0,0,1,1
20/12/2023 00:00,22:35:00,0,0,1,1
20/12/2023 00:00,22:40:00,0,0,3,1
20/12/2023 00:00,22:45:00,0,0,4,1
20/12/2023 00:00,22:50:00,0,0,8,1
20/12/2023 00:00,22:55:00,0,0,1,1
21/12/2023 00:00,4:00:00,2,1,60,5
21/12/2023 00:00,4:05:00,8,45,137,6
21/12/2023 00:00,4:10:00,11,33,139,6
21/12/2023 00:00,4:15:00,46,67,160,6
21/12/2023 00:00,4:20:00,41,111,124,6
21/12/2023 00:00,4:25:00,17,79,137,6
21/12/2023 00:00,4:30:00,12,31,124,6
21/12/2023 00:00,4:35:00,19,59,128,6
21/12/2023 00:00,4:40:00,10,41,81,6
21/12/2023 00:00,4:45:00,12,39,98,6
21/12/2023 00:00,4:50:00,6,30,88,6
21/12/2023 00:00,4:55:00,6,39,100,5
21/12/2023 00:00,5:00:00,22,27,118,6
21/12/2023 00:00,5:05:00,9,73,68,6
21/12/2023 00:00,5:10:00,9,89,72,6
21/12/2023 00:00,5:15:00,7,43,61,6
21/12/2023 00:00,5:20:00,16,51,96,6
21/12/2023 00:00,5:25:00,14,43,87,6
21/12/2023 00:00,5:30:00,5,79,66,6
21/12/2023 00:00,5:35:00,10,41,78,6
21/12/2023 00:00,5:40:00,12,49,106,6
21/12/2023 00:00,5:45:00,12,65,119,7
21/12/2023 00:00,5:50:00,8,53,95,7
21/12/2023 00:00,5:55:00,12,51,126,7
21/12/2023 00:00,6:00:00,9,59,110,7
21/12/2023 00:00,6:05:00,19,47,77,7
21/12/2023 00:00,6:10:00,18,67,109,7
21/12/2023 00:00,6:15:00,13,75,107,8
21/12/2023 00:00,6:20:00,26,59,133,9
21/12/2023 00:00,6:25:00,13,71,133,11
21/12/2023 00:00,6:30:00,13,61,130,11
21/12/2023 00:00,6:35:00,35,73,168,13
21/12/2023 00:00,6:40:00,32,71,195,13
21/12/2023 00:00,6:45:00,14,61,152,13
21/12/2023 00:00,6:50:00,24,67,172,13
21/12/2023 00:00,6:55:00,26,79,172,14
21/12/2023 00:00,7:00:00,31,75,185,14
21/12/2023 00:00,7:05:00,19,53,142,14
21/12/2023 00:00,7:10:00,39,79,137,14
21/12/2023 00:00,7:15:00,34,65,177,14
21/12/2023 00:00,7:20:00,22,69,154,14
21/12/2023 00:00,7:25:00,17,87,188,14
21/12/2023 00:00,7:30:00,43,79,193,16
21/12/2023 00:00,7:35:00,43,87,191,17
21/12/2023 00:00,7:40:00,22,55,210,17
21/12/2023 00:00,7:45:00,46,91,224,17
21/12/2023 00:00,7:50:00,36,65,228,17
21/12/2023 00:00,7:55:00,49,73,231,17
21/12/2023 00:00,8:00:00,46,65,222,17
21/12/2023 00:00,8:05:00,26,73,209,17
21/12/2023 00:00,8:10:00,50,85,222,17
21/12/2023 00:00,8:15:00,38,105,273,17
21/12/2023 00:00,8:20:00,71,129,256,17
21/12/2023 00:00,8:25:00,66,125,264,17
21/12/2023 00:00,8:30:00,43,147,222,17
21/12/2023 00:00,8:35:00,80,81,237,17
21/12/2023 00:00,8:40:00,48,75,286,17
21/12/2023 00:00,8:45:00,61,75,274,17
21/12/2023 00:00,8:50:00,65,97,265,17
21/12/2023 00:00,8:55:00,48,67,277,17
21/12/2023 00:00,9:00:00,51,97,256,17
21/12/2023 00:00,9:05:00,51,93,270,17
21/12/2023 00:00,9:10:00,94,135,269,17
21/12/2023 00:00,9:15:00,115,145,280,17
21/12/2023 00:00,9:20:00,172,167,311,17
21/12/2023 00:00,9:25:00,158,207,319,17
21/12/2023 00:00,9:30:00,129,225,276,17
21/12/2023 00:00,9:35:00,147,235,295,17
21/12/2023 00:00,9:40:00,133,233,272,17
21/12/2023 00:00,9:45:00,162,244,281,17
21/12/2023 00:00,9:50:00,147,301,304,17
21/12/2023 00:00,9:55:00,130,235,279,17
21/12/2023 00:00,10:00:00,159,239,283,17
21/12/2023 00:00,10:05:00,167,341,305,17
21/12/2023 00:00,10:10:00,187,329,291,17
21/12/2023 00:00,10:15:00,203,290,319,17
21/12/2023 00:00,10:20:00,193,295,275,17
21/12/2023 00:00,10:25:00,190,257,305,17
21/12/2023 00:00,10:30:00,145,265,309,17
21/12/2023 00:00,10:35:00,119,199,316,17
21/12/2023 00:00,10:40:00,67,133,299,17
21/12/2023 00:00,10:45:00,52,103,279,17
21/12/2023 00:00,10:50:00,35,63,227,17
21/12/2023 00:00,10:55:00,28,81,231,17
21/12/2023 00:00,11:00:00,35,61,139,17
21/12/2023 00:00,11:05:00,23,67,170,16
21/12/2023 00:00,11:10:00,18,79,160,16
21/12/2023 00:00,11:15:00,29,69,130,14
21/12/2023 00:00,11:20:00,28,69,128,14
21/12/2023 00:00,11:25:00,18,65,137,14
21/12/2023 00:00,11:30:00,21,33,116,14
21/12/2023 00:00,11:35:00,29,69,125,14
21/12/2023 00:00,11:40:00,24,65,169,15
21/12/2023 00:00,11:45:00,25,95,155,15
21/12/2023 00:00,11:50:00,27,99,136,15
21/12/2023 00:00,11:55:00,32,83,134,15
21/12/2023 00:00,12:00:00,15,51,122,16
21/12/2023 00:00,12:05:00,20,71,130,16
21/12/2023 00:00,12:10:00,15,77,118,15
21/12/2023 00:00,12:15:00,13,47,144,14
21/12/2023 00:00,12:20:00,31,65,155,14
21/12/2023 00:00,12:25:00,11,67,74,15
21/12/2023 00:00,12:30:00,19,85,119,17
21/12/2023 00:00,12:35:00,18,69,149,17
21/12/2023 00:00,12:40:00,24,61,182,17
21/12/2023 00:00,12:45:00,7,65,125,17
21/12/2023 00:00,12:50:00,8,33,125,17
21/12/2023 00:00,12:55:00,5,39,113,13
21/12/2023 00:00,13:00:00,13,53,122,10
21/12/2023 00:00,13:05:00,21,51,138,10
21/12/2023 00:00,13:10:00,24,51,116,11
21/12/2023 00:00,13:15:00,19,49,148,11
21/12/2023 00:00,13:20:00,13,65,128,11
21/12/2023 00:00,13:25:00,13,67,92,11
21/12/2023 00:00,13:30:00,19,51,121,11
21/12/2023 00:00,13:35:00,22,45,118,11
21/12/2023 00:00,13:40:00,12,37,119,11
21/12/2023 00:00,13:45:00,13,47,122,11
21/12/2023 00:00,13:50:00,21,53,127,11
21/12/2023 00:00,13:55:00,21,41,159,11
21/12/2023 00:00,14:00:00,18,45,128,11
21/12/2023 00:00,14:05:00,14,69,134,11
21/12/2023 00:00,14:10:00,9,39,135,11
21/12/2023 00:00,14:15:00,23,45,117,11
21/12/2023 00:00,14:20:00,8,31,89,11
21/12/2023 00:00,14:25:00,6,53,107,11
21/12/2023 00:00,14:30:00,10,43,101,11
21/12/2023 00:00,14:35:00,6,27,124,11
21/12/2023 00:00,14:40:00,7,31,80,11
21/12/2023 00:00,14:45:00,11,43,93,11
21/12/2023 00:00,14:50:00,14,39,111,11
21/12/2023 00:00,14:55:00,0,39,80,11
21/12/2023 00:00,15:00:00,5,13,68,10
21/12/2023 00:00,15:05:00,4,47,86,9
21/12/2023 00:00,15:10:00,4,13,79,9
21/12/2023 00:00,15:15:00,1,19,97,9
21/12/2023 00:00,15:20:00,2,31,99,9
21/12/2023 00:00,15:25:00,8,27,110,9
21/12/2023 00:00,15:30:00,11,25,82,8
21/12/2023 00:00,15:35:00,9,29,72,8
21/12/2023 00:00,15:40:00,11,31,93,9
21/12/2023 00:00,15:45:00,9,41,101,9
21/12/2023 00:00,15:50:00,7,37,109,9
21/12/2023 00:00,15:55:00,5,33,79,9
21/12/2023 00:00,16:00:00,3,27,101,10
21/12/2023 00:00,16:05:00,15,39,160,10
21/12/2023 00:00,16:10:00,9,43,91,10
21/12/2023 00:00,16:15:00,13,45,68,10
21/12/2023 00:00,16:20:00,5,16,71,10
21/12/2023 00:00,16:25:00,5,33,65,10
21/12/2023 00:00,16:30:00,17,55,107,10
21/12/2023 00:00,16:35:00,7,41,82,10
21/12/2023 00:00,16:40:00,8,39,97,10
21/12/2023 00:00,16:45:00,9,47,68,10
21/12/2023 00:00,16:50:00,5,37,76,9
21/12/2023 00:00,16:55:00,4,37,65,8
21/12/2023 00:00,17:00:00,7,21,85,7
21/12/2023 00:00,17:05:00,5,65,42,7
21/12/2023 00:00,17:10:00,6,41,52,6
21/12/2023 00:00,17:15:00,4,37,50,6
21/12/2023 00:00,17:20:00,3,115,41,6
21/12/2023 00:00,17:25:00,5,41,64,6
21/12/2023 00:00,17:30:00,5,39,59,6
21/12/2023 00:00,17:35:00,10,47,53,6
21/12/2023 00:00,17:40:00,14,37,82,7
21/12/2023 00:00,17:45:00,11,53,95,7
21/12/2023 00:00,17:50:00,6,63,82,7
21/12/2023 00:00,17:55:00,14,47,105,7
21/12/2023 00:00,18:00:00,17,59,105,7
21/12/2023 00:00,18:05:00,16,57,123,7
21/12/2023 00:00,18:10:00,19,65,129,7
21/12/2023 00:00,18:15:00,7,69,91,7
21/12/2023 00:00,18:20:00,23,71,120,7
21/12/2023 00:00,18:25:00,25,41,141,8
21/12/2023 00:00,18:30:00,25,65,149,8
21/12/2023 00:00,18:35:00,12,57,130,10
21/12/2023 00:00,18:40:00,16,53,132,10
21/12/2023 00:00,18:45:00,24,65,138,10
21/12/2023 00:00,18:50:00,22,87,143,10
21/12/2023 00:00,18:55:00,23,37,190,11
21/12/2023 00:00,19:00:00,27,45,164,11
21/12/2023 00:00,19:05:00,55,81,177,11
21/12/2023 00:00,19:10:00,102,147,171,11
21/12/2023 00:00,19:15:00,128,203,181,12
21/12/2023 00:00,19:20:00,191,267,229,12
21/12/2023 00:00,19:25:00,161,263,211,13
21/12/2023 00:00,19:30:00,136,246,239,13
21/12/2023 00:00,19:35:00,108,205,257,13
21/12/2023 00:00,19:40:00,80,111,203,13
21/12/2023 00:00,19:45:00,63,125,240,13
21/12/2023 00:00,19:50:00,59,101,233,13
21/12/2023 00:00,19:55:00,32,63,241,13
21/12/2023 00:00,20:00:00,33,75,169,13
21/12/2023 00:00,20:05:00,25,73,179,13
21/12/2023 00:00,20:10:00,9,83,159,12
21/12/2023 00:00,20:15:00,13,57,175,12
21/12/2023 00:00,20:20:00,11,65,148,12
21/12/2023 00:00,20:25:00,21,85,118,11
21/12/2023 00:00,20:30:00,6,37,113,9
21/12/2023 00:00,20:35:00,7,67,93,9
21/12/2023 00:00,20:40:00,5,33,94,9
21/12/2023 00:00,20:45:00,1,15,54,9
21/12/2023 00:00,20:50:00,4,5,71,9
21/12/2023 00:00,20:55:00,5,19,59,6
21/12/2023 00:00,21:00:00,2,23,49,4
21/12/2023 00:00,21:05:00,6,39,40,4
21/12/2023 00:00,21:10:00,7,53,32,4
21/12/2023 00:00,21:15:00,4,37,22,4
21/12/2023 00:00,21:20:00,2,21,19,4
21/12/2023 00:00,21:25:00,0,3,20,4
21/12/2023 00:00,21:30:00,0,1,11,4
21/12/2023 00:00,21:35:00,0,6,19,3
21/12/2023 00:00,21:40:00,1,29,6,3
21/12/2023 00:00,21:45:00,1,59,2,2
21/12/2023 00:00,21:50:00,0,78,1,2
21/12/2023 00:00,21:55:00,0,0,1,2
21/12/2023 00:00,22:00:00,0,0,4,1
21/12/2023 00:00,22:05:00,0,0,8,1
21/12/2023 00:00,22:10:00,0,0,1,1
21/12/2023 00:00,22:15:00,0,0,0,1
21/12/2023 00:00,22:20:00,0,0,NULL,NULL
21/12/2023 00:00,22:25:00,0,0,NULL,NULL
21/12/2023 00:00,22:30:00,0,0,7,1
21/12/2023 00:00,22:35:00,0,0,0,1
21/12/2023 00:00,22:40:00,0,0,NULL,NULL
21/12/2023 00:00,22:45:00,0,1,4,1
21/12/2023 00:00,22:50:00,0,0,3,1
21/12/2023 00:00,22:55:00,0,0,3,1
22/12/2023 00:00,4:00:00,0,0,21,3
22/12/2023 00:00,4:05:00,15,35,97,5
22/12/2023 00:00,4:10:00,35,65,153,6
22/12/2023 00:00,4:15:00,55,129,108,6
22/12/2023 00:00,4:20:00,96,185,111,6
22/12/2023 00:00,4:25:00,82,289,109,6
22/12/2023 00:00,4:30:00,75,237,90,6
22/12/2023 00:00,4:35:00,75,231,117,6
22/12/2023 00:00,4:40:00,63,229,109,6
22/12/2023 00:00,4:45:00,36,223,113,6
22/12/2023 00:00,4:50:00,12,45,126,6
22/12/2023 00:00,4:55:00,15,53,127,6
22/12/2023 00:00,5:00:00,6,51,110,6
22/12/2023 00:00,5:05:00,6,47,90,6
22/12/2023 00:00,5:10:00,7,69,62,6
22/12/2023 00:00,5:15:00,2,51,85,6
22/12/2023 00:00,5:20:00,3,37,106,6
22/12/2023 00:00,5:25:00,16,57,99,6
22/12/2023 00:00,5:30:00,12,43,105,6
22/12/2023 00:00,5:35:00,4,45,74,6
22/12/2023 00:00,5:40:00,6,25,83,7
22/12/2023 00:00,5:45:00,11,35,117,8
22/12/2023 00:00,5:50:00,11,31,95,8
22/12/2023 00:00,5:55:00,8,55,121,8
22/12/2023 00:00,6:00:00,8,43,95,8
22/12/2023 00:00,6:05:00,11,61,93,8
22/12/2023 00:00,6:10:00,11,79,107,8
22/12/2023 00:00,6:15:00,7,41,97,8
22/12/2023 00:00,6:20:00,13,35,115,9
22/12/2023 00:00,6:25:00,9,39,135,10
22/12/2023 00:00,6:30:00,11,39,188,11
22/12/2023 00:00,6:35:00,24,71,152,12
22/12/2023 00:00,6:40:00,27,73,183,14
22/12/2023 00:00,6:45:00,39,75,197,14
22/12/2023 00:00,6:50:00,23,67,191,14
22/12/2023 00:00,6:55:00,11,49,175,14
22/12/2023 00:00,7:00:00,22,47,195,14
22/12/2023 00:00,7:05:00,32,55,233,14
22/12/2023 00:00,7:10:00,76,87,247,15
22/12/2023 00:00,7:15:00,70,103,255,15
22/12/2023 00:00,7:20:00,53,105,243,15
22/12/2023 00:00,7:25:00,51,85,252,15
22/12/2023 00:00,7:30:00,40,101,225,15
22/12/2023 00:00,7:35:00,39,83,197,15
22/12/2023 00:00,7:40:00,46,89,228,15
22/12/2023 00:00,7:45:00,34,67,228,15
22/12/2023 00:00,7:50:00,51,129,233,15
22/12/2023 00:00,7:55:00,58,95,239,15
22/12/2023 00:00,8:00:00,47,105,231,16
22/12/2023 00:00,8:05:00,75,131,258,16
22/12/2023 00:00,8:10:00,31,105,241,16
22/12/2023 00:00,8:15:00,60,97,256,17
22/12/2023 00:00,8:20:00,53,75,246,17
22/12/2023 00:00,8:25:00,63,113,261,17
22/12/2023 00:00,8:30:00,86,125,257,17
22/12/2023 00:00,8:35:00,94,127,261,17
22/12/2023 00:00,8:40:00,80,165,255,17
22/12/2023 00:00,8:45:00,95,159,253,17
22/12/2023 00:00,8:50:00,99,169,282,17
22/12/2023 00:00,8:55:00,103,183,303,17
22/12/2023 00:00,9:00:00,122,185,297,17
22/12/2023 00:00,9:05:00,125,187,310,17
22/12/2023 00:00,9:10:00,117,225,297,17
22/12/2023 00:00,9:15:00,136,163,287,17
22/12/2023 00:00,9:20:00,117,193,282,17
22/12/2023 00:00,9:25:00,151,269,278,17
22/12/2023 00:00,9:30:00,155,255,287,17
22/12/2023 00:00,9:35:00,178,253,282,17
22/12/2023 00:00,9:40:00,227,333,310,17
22/12/2023 00:00,9:45:00,246,325,328,17
22/12/2023 00:00,9:50:00,248,375,329,17
22/12/2023 00:00,9:55:00,232,373,310,17
22/12/2023 00:00,10:00:00,251,345,294,17
22/12/2023 00:00,10:05:00,227,403,307,17
22/12/2023 00:00,10:10:00,254,448,312,17
22/12/2023 00:00,10:15:00,217,416,304,17
22/12/2023 00:00,10:20:00,199,324,295,17
22/12/2023 00:00,10:25:00,142,305,306,17
22/12/2023 00:00,10:30:00,102,165,298,17
22/12/2023 00:00,10:35:00,87,131,268,17
22/12/2023 00:00,10:40:00,58,99,229,17
22/12/2023 00:00,10:45:00,83,121,230,16
22/12/2023 00:00,10:50:00,37,83,220,13
22/12/2023 00:00,10:55:00,25,71,185,13
22/12/2023 00:00,11:00:00,23,71,171,13
22/12/2023 00:00,11:05:00,23,67,173,13
22/12/2023 00:00,11:10:00,28,63,167,12
22/12/2023 00:00,11:15:00,35,65,171,12
22/12/2023 00:00,11:20:00,20,37,145,12
22/12/2023 00:00,11:25:00,18,61,118,11
22/12/2023 00:00,11:30:00,20,55,142,12
22/12/2023 00:00,11:35:00,17,51,127,12
22/12/2023 00:00,11:40:00,11,45,92,12
22/12/2023 00:00,11:45:00,15,65,96,12
22/12/2023 00:00,11:50:00,12,41,126,13
22/12/2023 00:00,11:55:00,26,47,129,13
22/12/2023 00:00,12:00:00,13,55,106,13
22/12/2023 00:00,12:05:00,22,71,160,14
22/12/2023 00:00,12:10:00,14,73,114,14
22/12/2023 00:00,12:15:00,11,49,125,14
22/12/2023 00:00,12:20:00,15,33,120,14
22/12/2023 00:00,12:25:00,13,27,132,13
22/12/2023 00:00,12:30:00,23,55,147,13
22/12/2023 00:00,12:35:00,21,53,133,14
22/12/2023 00:00,12:40:00,10,57,139,14
22/12/2023 00:00,12:45:00,18,31,158,14
22/12/2023 00:00,12:50:00,24,61,150,14
22/12/2023 00:00,12:55:00,11,41,147,12
22/12/2023 00:00,13:00:00,26,29,162,9
22/12/2023 00:00,13:05:00,8,23,148,9
22/12/2023 00:00,13:10:00,35,47,151,8
22/12/2023 00:00,13:15:00,23,73,149,8
22/12/2023 00:00,13:20:00,16,59,123,8
22/12/2023 00:00,13:25:00,21,55,136,8
22/12/2023 00:00,13:30:00,19,37,136,8
22/12/2023 00:00,13:35:00,28,39,157,9
22/12/2023 00:00,13:40:00,24,53,170,9
22/12/2023 00:00,13:45:00,23,49,166,9
22/12/2023 00:00,13:50:00,27,61,179,9
22/12/2023 00:00,13:55:00,55,119,145,9
22/12/2023 00:00,14:00:00,94,185,133,10
22/12/2023 00:00,14:05:00,133,285,189,10
22/12/2023 00:00,14:10:00,143,221,216,10
22/12/2023 00:00,14:15:00,118,227,198,10
22/12/2023 00:00,14:20:00,80,175,200,10
22/12/2023 00:00,14:25:00,86,165,194,10
22/12/2023 00:00,14:30:00,74,161,185,10
22/12/2023 00:00,14:35:00,36,137,145,10
22/12/2023 00:00,14:40:00,19,73,162,10
22/12/2023 00:00,14:45:00,14,61,97,10
22/12/2023 00:00,14:50:00,11,39,128,10
22/12/2023 00:00,14:55:00,4,31,117,8
22/12/2023 00:00,15:00:00,42,87,129,7
22/12/2023 00:00,15:05:00,35,122,158,7
22/12/2023 00:00,15:10:00,16,59,126,7
22/12/2023 00:00,15:15:00,8,47,102,7
22/12/2023 00:00,15:20:00,9,55,68,7
22/12/2023 00:00,15:25:00,12,39,92,7
22/12/2023 00:00,15:30:00,6,131,53,7
22/12/2023 00:00,15:35:00,4,49,48,8
22/12/2023 00:00,15:40:00,7,29,51,8
22/12/2023 00:00,15:45:00,2,39,50,8
22/12/2023 00:00,15:50:00,9,11,93,8
22/12/2023 00:00,15:55:00,6,49,54,8
22/12/2023 00:00,16:00:00,1,47,62,9
22/12/2023 00:00,16:05:00,1,13,59,9
22/12/2023 00:00,16:10:00,4,41,65,9
22/12/2023 00:00,16:15:00,7,49,82,9
22/12/2023 00:00,16:20:00,11,25,97,9
22/12/2023 00:00,16:25:00,6,31,120,9
22/12/2023 00:00,16:30:00,6,43,72,9
22/12/2023 00:00,16:35:00,5,75,90,9
22/12/2023 00:00,16:40:00,13,35,91,9
22/12/2023 00:00,16:45:00,18,23,145,10
22/12/2023 00:00,16:50:00,7,43,87,10
22/12/2023 00:00,16:55:00,6,27,71,8
22/12/2023 00:00,17:00:00,3,17,83,8
22/12/2023 00:00,17:05:00,2,17,68,8
22/12/2023 00:00,17:10:00,1,31,61,8
22/12/2023 00:00,17:15:00,2,25,40,6
22/12/2023 00:00,17:20:00,2,13,49,6
22/12/2023 00:00,17:25:00,7,29,62,6
22/12/2023 00:00,17:30:00,3,31,59,6
22/12/2023 00:00,17:35:00,7,23,73,6
22/12/2023 00:00,17:40:00,6,53,61,6
22/12/2023 00:00,17:45:00,18,47,91,6
22/12/2023 00:00,17:50:00,16,63,117,6
22/12/2023 00:00,17:55:00,8,93,74,6
22/12/2023 00:00,18:00:00,18,47,84,6
22/12/2023 00:00,18:05:00,35,107,116,6
22/12/2023 00:00,18:10:00,20,81,111,6
22/12/2023 00:00,18:15:00,22,69,86,6
22/12/2023 00:00,18:20:00,18,67,105,6
22/12/2023 00:00,18:25:00,30,65,125,6
22/12/2023 00:00,18:30:00,31,55,117,6
22/12/2023 00:00,18:35:00,19,41,127,6
22/12/2023 00:00,18:40:00,26,47,114,7
22/12/2023 00:00,18:45:00,32,57,143,8
22/12/2023 00:00,18:50:00,28,47,138,9
22/12/2023 00:00,18:55:00,39,65,181,9
22/12/2023 00:00,19:00:00,49,77,200,10
22/12/2023 00:00,19:05:00,50,99,203,11
22/12/2023 00:00,19:10:00,50,67,196,11
22/12/2023 00:00,19:15:00,63,105,201,11
22/12/2023 00:00,19:20:00,101,125,209,11
22/12/2023 00:00,19:25:00,86,165,218,12
22/12/2023 00:00,19:30:00,69,105,190,12
22/12/2023 00:00,19:35:00,46,77,220,12
22/12/2023 00:00,19:40:00,47,77,197,12
22/12/2023 00:00,19:45:00,51,87,217,12
22/12/2023 00:00,19:50:00,22,63,195,12
22/12/2023 00:00,19:55:00,15,35,177,12
22/12/2023 00:00,20:00:00,10,51,202,12
22/12/2023 00:00,20:05:00,13,57,186,12
22/12/2023 00:00,20:10:00,17,43,134,12
22/12/2023 00:00,20:15:00,16,67,129,12
22/12/2023 00:00,20:20:00,7,37,120,10
22/12/2023 00:00,20:25:00,12,67,112,10
22/12/2023 00:00,20:30:00,7,29,92,9
